answer,response,label
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral : berkaitan tentang baik buruk suatu tokoh
nilai sosial : berkaitan tentang hubungan interaksi antara tokoh satu dan tokoh lainnya.
nilai budaya : berkaitan tentang kebiasaan masyarakat
nilai religi : berkaitan tentang hubungan antara manusia dengan Tuhan.
nilai pendidikan : berkaitan tentang upaya seseorang untuk mencari ilmu pengetahuan.",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral = nilai yang berhubungan baik atau buruknya perbuatan
nilai pendidikan = nilai yang berhubungan dengan pendidikan seperti cerdik, pintar, kreatif
nilai sosial = berhubungan atau berinteraksi dengan adat istiadat setempat
nilai politik = nilai yang berhubungan dengan pemerintah negara, pejabat negara
nilai Religi = nilai yang berhubungan dengan Religius  kepercayaan",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral, yaitu nilai yang berkaitan dengan sikap baik buruk suatu tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain.
Nilai Religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai Budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat yang ada pada saat itu.
Nilai Pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","moral
sosial
religius
budaya adalah nilai yang berkaitan dengan kegiatan masyarakat saat ini
pendidikan",3
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral: nilai yang mengandung baik atau buruknya seorang tokoh.
Nilai Sosial: Nilai yang berisi perilaku atau sikap dari tokoh.
Nilai agama: Nilai yang berisi tentang keagamaan seperti Kristen, Islam, Budha, dan Hindu.
Nilai pendidikan: berisi ilmu pengetahuan yang ingin disampaikan.
Nilai Budaya: nilai yang berisi adat atau tradisi serta perilaku yang dilakukan tokoh.",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai religius (agama), moral, budaya, sosial, edukasi, pendidikan dan estetika (keindahan)",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral: Cerita yang mengandung terkait dengan sifat perilaku juru bicara dll.
Nilai Sosial: Terlihat interaksi dan komunikasi dalam cerita terhadap masyarakat
Nilai Budaya: Cerita mengandung Tradisi/adat istiadat yang masih dilakukan
Nilai Pendidikan: Mengandung pelajaran hidup
Nilai Religius: Cerita mengandung unsur keagamaan
Nilai Politik: Cerita mengandung unsur kenegaraan/kemasyarakatan",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","orientasi: pengenalan tokoh-tokoh (permulaan cerita), kemunculan konflik atau permulaan konflik: saat-saat di mana konflik mulai muncul sedikit demi sedikit di dalam cerita, komplikasi: tahap dimana konflik mulai meningkat, klimaks: tahap puncak-puncak konflik, resolusi: tahap dimana masalah mulai diselesaikan dan sudah diselesaikan oleh tokoh dalam cerita",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","tahap pengenalan, pengenalan para tokoh dalam cerita, pemunculan konflik, awal mula suatu masalah terjadi, konflik memuncak, masalah semakin membesar, konflik menurun, masalah semakin mereda, penyelesaian, alur tamat pada cerita",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","pengenalan atau orientasi, yaitu cerita awal atau pengenalan cerita, pemunculan konflik, munculnya konflik pada cerita, puncak konflik atau komunikasi, masalah menjadi besar atau menjadi panas, klimaks, masalah mulai menurun, resolusi, cara untuk menyelesaikan masalah",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","pengenalan (orientasi), masuk pada bagian awal cerita, pemunculan konflik, mulai muncul masalah-masalah kecil, puncak konflik masalah-masalah kecil menjadi besar, klimaks, penyelesaian masalah dalam cerita, resolusi, akhir dari semua permasalahan",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","pengenalan atau orientasi, yaitu cerita awal atau pengenalan cerita, pemunculan konflik, munculnya konflik pada cerita, puncak konflik atau komunikasi, masalah menjadi besar atau menjadi panas, klimaks, masalah mulai menurun, resolusi, cara untuk menyeles",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik semakin intens.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah atau ending senang, biasanya ada di akhir cerita.",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Tahap Pengenalan: Pengenalan para tokoh dalam cerita.
Kemunculan Konflik: Awal mula suatu masalah terjadi.
Konflik Memuncak: Masalah semakin membesar.
Konflik Menurun: Masalah semakin meredah.
Penyelesaian: Alur tamat pada cerita.",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Pengenalan / Orientasi: Pengenalan tokoh, awal mula cerita dimulai.
Pemunculan Konflik: permasalahan mulai muncul.
Puncak Konflik: permasalahan semakin meningkat / semakin panas.
Klimaks: permasalahan mulai meredah.
Resolusi: ending (selalu happy end).",4
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Orientasi: Pengenalan tokoh.
kemunculan Konflik.
Klimaks: Puncak konflik.
Anti Klimaks: Konflik mereda.
Resolusi: Penyelesaian masalah.",4
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Alur Maju: Alur cerita yang mencakup awal hingga akhir tanpa flashback.
Alur Mundur: Alur cerita yang dimulai dari akhir sampai ke awal cerita.
Alur Campuran: Campuran alur maju dan alur mundur, cerita diawali dari awal dan dapat terjadi flashback di tengah cerita.",0.5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Orientasi: pengenalan tokoh dalam cerita.
Pemunculan Konflik: awal mula konflik muncul.
puncak Konflik: tahap akhir konflik.
Klimaks: puncak konflik.
Resolusi: penyelesaian masalah.",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Orientasi: Awal / Pengenalan dalam sebuah cerita.
Pemunculan Konflik: Awal mula konflik terjadi / masalah.
Puncak Konflik (Komplikasi): Konflik mulai berkembang.
Klimaks: Konflik mulai menurun.
Resolusi: Memberikan solusi dalam cerita tersebut.",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Pengenalan: Tahapan awal yang memperkenalkan tokoh-tokoh, cerita, latar, dan pemeranan.
Pemunculan Konflik: Tahapan ketika pengarang mulai memunculkan konflik dalam cerita.
Komplikasi Memuncak: Tahapan ketika konflik terus berkembang dan mencapai puncak.
Konflik Menurun: Tahapan ketika konflik mulai mereda.
Penyelesaian: Tahapan ketika konflik diselesaikan.",3.5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Pendahuluan (Orientasi)
Resolusi
Puncak Konflik
Pemunculan Konflik
Klimaks",2.5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Alur Maju: menceritakan masa sekarang hingga masa yang akan datang pada suatu cerita
Alur Mundur: mencatat kembali kejadian sebelumnya hingga kembali ke masa lampau
Alur Campuran: campuran antara alur maju dan mundur, menceritakan kejadian di masa lalu ataupun masa depan secara bergantian",0.5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Pengenalan atau Orientasi: yaitu awal cerita atau pengenalan cerita
Pemunculan Konflik: Munculnya konflik dalam cerita
Puncak Konflik atau Komplikasi: Masalah menjadi besar dan panas
Klimaks: Masalah mulai menurun
Resolusi: Penyelesaian masalah atau cara menyelesaikan masalah",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Orientasi adalah perkenalan dalam cerita berada di awal cerita.
Awal Konflik adalah awal terjadinya konflik dalam cerita
Puncak Konflik adalah puncak konflik yang ada dalam cerita.
Klimaks adalah awal konflik mereda dalam cerita. adalah akhir dari konflik yang sudah mereda
akhirnya selalu berakhir dengan ending yang baik atau disebut happy ending.",4
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Tahap pengenalan: memperkenalkan tokoh.
Pemunculan konflik: perang dunia mulai.
Konflik memuncak: pertengahan perang yang dasyat.
Konflik menurun: akhir perang.
Penyelesaian: sekutu menang",3.5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Pendahuluan / orientasi.
Pemunculan konflik.
Puncak konflik.
Klimaks.
Resolusi.",2.5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","tahap pengenalan, pemunculan konflik, konflik memuncak, konflik menurun, dan penyelesaian.",2.5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Pengenalan (orientasi) = menceritakan tentang tokoh yang ada pada cerita.
Pemunculan konflik = masalah yang dialami oleh tokoh mulai muncul.
Puncak konflik = masalah yang muncul mulai memuncak atau masalahnya bertambah.
Klimaks = masalah yang memuncak mulai meredah atau masalahnya selesai.
Resolusi = ending cerita setelah masalah selesai.",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Orientasi: Pengenalan pada alur
Pemunculan konflik: adanya konflik dalam alur
Puncak konflik: Puncak dalam suatu konflik
Klimaks: Inti dari suatu konflik
Resolusi: kesimpulan dari alur",3.5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Orientasi = Pengenalan tokoh dalam cerita
Pemunculan Konflik = awal kemunculan konflik
Komplikasi = Peningkatan konflik
Klimaks = Puncak konflik
Resolusi = Penyelesaian Permasalahan",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","orientasi : pengenalan tokoh
pemunculan konflik
puncak konflik (komplikasi)
klimaks
resolusi",2.5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Pengenalan (orientasi) = pengenalan tokoh dalam cerita tersebut
Pemunculan konflik = Awal mula munculnya konflik dalam cerita tersebut
Puncak konflik = Konflik semakin naik ke puncak / konflik semakin memanas
Klimaks = masalah mulai reda / terselesaikan
Resolusi = Ending cerita / semua masalah sudah terselesaikan",5
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Orientasi, yaitu tahapan tentang sebuah pengenalan dalam cerita.
Pemunculan konflik, yaitu tahapan yang menceritakan awal mulainya terjadi konflik atau masalah.
Komplikasi, yaitu tahapan yang menceritakan tentang puncaknya terjadinya konflik (masalah).
Klimaks, yaitu tahapan yang menceritakan tentang mulai menurunnya suatu masalah.
Resolusi, yaitu tahapan yang menceritakan tentang ditemukannya solusi (ending) dari cerita tersebut.",5
